,result link
0,https://patents.google.com/patent/US10801934B2/en
1,https://patents.google.com/patent/US11291918B2/en
2,https://patents.google.com/patent/CN110264572B/en
3,https://patents.google.com/patent/CN108264885B/en
4,https://patents.google.com/patent/CN106226152B/en
